"Date"	"Dh(cm)"	"id"
"17/06/2011 03:00"	-5.6	10
"19/06/2011 19:56"	-4.8	10
"22/06/2011 08:00"	-4.5	10
"06/07/2011 09:00"	-4	10
"12/07/2011 00:00"	-4	10
"19/07/2011 12:00"	-18.5	10
"20/07/2011 12:00"	-19	10
"22/07/2011 00:00"	-19	10
"23/07/2011 00:00"	-18.3	10
"24/07/2011 16:00"	-16.6	10
"27/07/2011 15:00"	-13.9	10
"30/07/2011 12:00"	-11.7	10
"01/08/2011 15:00"	-10.4	10
"03/08/2011 02:00"	-10.2	10
"04/08/2011 21:00"	-11.4	10
"06/08/2011 22:00"	-13.5	10
"09/08/2011 08:00"	-15	10
"13/08/2011 00:00"	-15.3	10
"19/08/2011 00:00"	-15.2	10
"19/09/2011 23:27"	-10.2	10
"17/10/2011 02:14"	-6.2	10
"11/11/2011 22:28"	-2.6	10
"01/12/2011 04:29"	0	10
"20/03/2012 00:00"	0	10
"04/04/2012 00:00"	-2.5	10
"08/05/2012 00:00"	-11.5	10
"27/05/2012 07:25"	-15.5	10
"09/06/2012 08:19"	-16.6	10
"04/07/2012 08:35"	-17.2	10
"09/07/2012 22:42"	-25.9	10
"14/07/2012 00:00"	-27.5	10
"16/07/2012 00:00"	-26.5	10
"20/07/2012 00:00"	-23.5	10
"26/07/2012 10:37"	-18.6	10
"29/07/2012 00:00"	-20.5	10
"02/08/2012 08:39"	-21.1	10
"05/08/2012 00:30"	-21.1	10
"07/08/2012 00:00"	-20.5	10
"12/08/2012 00:00"	-17	10
"19/08/2012 09:20"	-11.4	10
"26/08/2012 00:59"	-9.2	10
"09/09/2012 16:12"	-8.9	10
"19/09/2012 05:00"	-11.3	10
"28/09/2012 07:13"	-12.1	10
"15/10/2012 07:54"	-12	10
"18/10/2012 01:52"	-9	10
"22/10/2012 05:56"	0	10
"11/04/2013 00:00"	0	10
"26/06/2013 00:00"	-14	10
"12/07/2013 08:48"	-16	10
"25/07/2013 00:00"	-16.5	10
"02/08/2013 00:00"	-16.3	10
"07/08/2013 00:00"	-15.5	10
"13/08/2013 00:00"	-13.5	10
"20/08/2013 00:00"	-11	10
"26/08/2013 00:00"	-10.5	10
"06/09/2013 00:00"	-10.9	10
"22/09/2013 00:00"	-12.5	10
"01/11/2013 00:00"	-12.5	10
"05/11/2013 00:00"	0	10
"15/04/2014 00:00"	0	10
"02/05/2014 00:00"	-3	10
"11/05/2014 00:00"	-5	10
"21/05/2014 00:00"	-7	10
"08/06/2014 00:00"	-8.5	10
"26/06/2014 00:00"	-9	10
"13/07/2014 00:00"	-9	10
"30/07/2014 00:00"	-8	10
"09/10/2014 00:00"	-3.5	10
"25/12/2014 00:00"	0	10
"01/05/2015 00:00"	0	10
"05/06/2015 00:00"	-1.5	10
"07/07/2015 00:00"	-2.5	10
"05/08/2015 00:00"	-3	10
"20/09/2015 00:00"	-3	10
"05/10/2015 00:00"	-2.5	10
"01/11/2015 00:00"	0	10
"20/06/2016 00:00"	0	10
"04/07/2016 00:00"	-2.8	10
"14/07/2016 00:00"	-3.8	10
"29/07/2016 00:00"	-4	10
"11/08/2016 00:00"	-3.6	10
"16/08/2016 00:00"	-2.4	10
"20/08/2016 00:00"	0	10
"03/09/2016 00:00"	0	10
"15/09/2016 00:00"	-2.2	10
"25/09/2016 00:00"	-3.3	10
"15/10/2016 00:00"	-3.3	10
"15/11/2016 00:00"	0	10
"27/04/2017 00:00"	0	10
"12/05/2017 00:00"	-1	10
"25/05/2017 00:00"	-1.5	10
"13/06/2017 00:00"	-1.5	10
"19/06/2017 00:00"	0	10
"29/03/2018 00:00"	0	10
"01/05/2018 00:00"	-8	10
"11/06/2018 00:00"	-8	10
"08/07/2018 00:00"	-4.5	10
"30/07/2018 00:00"	-2.5	10
"18/08/2018 00:00"	-1	10
"29/08/2018 00:00"	-1	10
"29/08/2018 17:00"	-1.5	10
"06/09/2018 07:00"	-1.5	10
"06/09/2018 09:00"	-4	10
"07/09/2018 00:00"	-1.5	10
"17/09/2018 00:00"	-1	10
"29/09/2018 00:00"	-1	10
"12/11/2018 00:00"	-2	10
"12/11/2018 12:00"	-6	10
"14/11/2018 00:00"	-6	10
"15/11/2018 12:00"	-3	10
"25/11/2018 00:00"	-2	10
"25/11/2018 15:00"	-6	10
"21/12/2018 00:00"	-6	10
"23/12/2018 00:00"	-2.5	10
"29/01/2019 12:00"	-2.5	10
"01/02/2019 00:00"	0	10
"08/03/2019 00:00"	0	10
"10/04/2019 00:00"	-5	10
"22/04/2019 00:00"	-6.5	10
"05/05/2019 00:00"	-7.5	10
"03/06/2019 00:00"	-3.5	10
"11/06/2019 00:00"	-3.5	10
"13/06/2019 00:00"	-10.5	10
"15/06/2019 00:00"	-10.5	10
"26/06/2019 00:00"	-5	10
"01/07/2019 00:00"	-4	10
"31/07/2019 00:00"	-0.7	10
"06/08/2019 00:00"	0	10
"22/10/2020 00:00"	0	10
"22/10/2020 17:30"	-5	10
"25/10/2020 05:30"	-5	10
"25/10/2020 11:59"	-10	10
"25/10/2020 12:00"	0	10
"10/04/2021 00:00"	0	10
"10/05/2021 14:07"	-4.5	10
"30/06/2021 22:30"	-5	10
"14/07/2021 02:16"	-2.8	10
"17/08/2021 09:13"	-3.8	10
"31/08/2021 06:42"	-1.6	10
"30/09/2021 18:43"	-3.8	10
"16/10/2021 11:43"	0	10
"24/03/2022 00:00"	0	10
"12/04/2022 10:00"	-2.6	10
"02/06/2022 08:00"	-1.5	10
"05/07/2022 09:23"	-1.9	10
"24/08/2022 09:20"	-0.8	10
"18/10/2022 14:23"	-10.8	10
"07/12/2022 11:55"	-10.5	10
"17/01/2023 17:00"	0	10
