"Date"	"Dh(cm)"	"id"
"01/04/2003 00:00"	0	10
"12/04/2003 00:00"	-0.5	10
"20/04/2003 00:00"	-1	10
"01/05/2003 00:00"	-2.5	10
"12/05/2003 00:00"	-5	10
"26/05/2003 23:59"	-2.9	10
"27/05/2003 00:00"	-8	10
"02/06/2003 00:00"	-8.3	10
"12/06/2003 00:00"	-8	10
"21/06/2003 00:00"	-7.5	10
"11/07/2003 00:00"	-6	10
"21/07/2003 00:00"	-4.5	10
"31/07/2003 00:00"	-2.5	10
"11/08/2003 00:00"	0	10
"05/05/2004 00:00"	0	10
"27/05/2004 00:00"	-2.3	10
"05/06/2004 00:00"	-2.8	10
"21/06/2004 00:00"	-2.8	10
"03/07/2004 00:00"	-2.8	10
"18/07/2004 00:00"	-2	10
"27/07/2004 00:00"	-1.2	10
"10/08/2004 00:00"	0	10
"08/05/2006 00:00"	0	10
"14/05/2006 00:00"	-1	10
"21/05/2006 00:00"	-2.5	10
"29/05/2006 00:00"	-4.5	10
"05/06/2006 19:00"	-4.5	10
"06/06/2006 08:00"	-2	10
"07/06/2006 00:00"	-1.5	10
"16/06/2006 00:00"	0	10
"05/12/2006 00:00"	0	10
"06/12/2006 00:00"	-4	10
"12/12/2006 00:00"	-4	10
"23/12/2006 00:00"	0	10
"01/01/2007 00:00"	0	10
"02/01/2007 00:00"	-3	10
"16/01/2007 00:00"	-3	10
"01/04/2007 00:00"	0	10
"15/06/2007 00:00"	0	10
"26/06/2007 00:00"	-1	10
"03/07/2007 00:00"	-2.5	10
"13/07/2007 00:00"	-4.5	10
"20/07/2007 00:00"	-4.5	10
"31/07/2007 00:00"	-3.5	10
"25/10/2007 00:00"	0	10
"10/04/2008 00:00"	0	10
"30/04/2008 00:00"	-3.5	10
"17/05/2008 00:00"	-5.5	10
"10/06/2008 00:00"	-7.5	10
"01/07/2008 00:00"	-9	10
"14/07/2008 11:30"	-9	10
"15/07/2008 00:00"	-6.5	10
"20/07/2008 00:00"	-5.5	10
"25/07/2008 00:00"	-5	10
"14/08/2008 00:00"	-4	10
"01/09/2008 00:00"	-3.5	10
"28/10/2008 00:00"	-2	10
"05/12/2008 00:00"	0	10
"04/04/2009 00:00"	0	10
"11/04/2009 00:00"	-1	10
"01/05/2009 00:00"	-3	10
"16/05/2009 00:00"	-6	10
"08/06/2009 08:00"	-10	10
"09/06/2009 07:00"	-8	10
"17/06/2009 00:00"	-8	10
"26/06/2009 00:00"	-7.5	10
"30/06/2009 00:00"	-7	10
"07/07/2009 00:00"	-5.5	10
"22/07/2009 07:15"	-1.3	10
"22/07/2009 20:00"	-8	10
"29/07/2009 00:00"	-6	10
"04/08/2009 00:00"	-4	10
"10/08/2009 00:00"	-2.5	10
"15/08/2009 00:00"	-2	10
"25/08/2009 00:00"	-2	10
"02/09/2009 00:00"	-2.5	10
"10/11/2009 00:00"	-2.5	10
"18/11/2009 00:00"	-1	10
"27/11/2009 00:00"	0	10
"01/04/2010 00:00"	0	10
"29/04/2010 16:00"	-5.6	10
"29/04/2010 16:01"	0	10
"30/04/2010 00:00"	0	10
"21/05/2010 00:00"	-3.1	10
"25/05/2010 00:00"	-4.5	10
"30/05/2010 00:00"	-6	10
"04/06/2010 00:00"	-9.5	10
"10/06/2010 00:00"	-11.5	10
"16/06/2010 00:00"	-11.8	10
"22/06/2010 00:00"	-11.4	10
"27/06/2010 00:00"	-8	10
"01/07/2010 00:00"	-6.5	10
"10/07/2010 00:00"	-4.7	10
"26/07/2010 00:00"	-2.5	10
"01/08/2010 00:00"	-2.3	10
"06/08/2010 00:00"	-2.5	10
"26/08/2010 00:00"	-3.9	10
"03/09/2010 00:00"	-4.3	10
"10/09/2010 00:00"	-4.3	10
"16/09/2010 00:00"	-4	10
"22/09/2010 00:00"	-3.5	10
"03/10/2010 00:00"	-1	10
"10/10/2010 00:00"	0	10
"25/03/2011 00:00"	0	10
"01/04/2011 18:00"	-2.9	10
"11/04/2011 00:00"	-5.5	10
"18/04/2011 03:00"	-7.2	10
"25/04/2011 06:00"	-8.9	10
"28/04/2011 01:30"	-9.5	10
"04/05/2011 23:00"	-8.1	10
"11/05/2011 06:00"	-7.1	10
"18/05/2011 20:00"	-6.6	10
"04/06/2011 12:00"	-6.5	10
"07/06/2011 11:00"	-6.5	10
"07/06/2011 22:00"	-10.5	10
"14/06/2011 16:00"	-10.5	10
"15/06/2011 08:00"	-6.5	10
