"Date"	"No_jau"	"h(cm)"	"Q(m3/s)"	"Dh(cm)"	"Mode_jau"	"Inc_rel_Q_val"	"Inc_rel_Q_cal"	"id"
"20/08/2008 07:40"	"95"	42.8	0.674	-3.8	"PP"	NA	NA	10
"26/09/2008 08:05"	"96"	42.3	0.796	-2.8	"PP"	NA	NA	10
"28/10/2008 10:49"	"97"	48.8	1.24	-2	"PP"	NA	NA	10
"16/12/2008 10:45"	"98"	57.4	2.41	NA	"AP"	NA	NA	10
"18/03/2009 09:15"	"100"	50.7	1.65	NA	"PP"	NA	NA	10
"02/06/2009 07:24"	"101"	50.5	0.846	-9	"PP"	NA	NA	10
"30/06/2009 08:30"	"102"	45	0.606	-6.9	"PP"	NA	NA	10
"06/07/2009 09:55"	"103"	40	0.446	-5.6	"PP"	NA	NA	10
"07/07/2009 14:30"	"104"	40.8	0.475	-5.3	"AP"	NA	NA	10
"07/07/2009 15:15"	"105"	40.8	0.431	-5.3	"PP"	NA	NA	10
"22/07/2009 00:00"	"106"	37	0.469	-1.4	"AU"	NA	NA	10
"29/07/2009 13:15"	"107"	45.8	0.728	-5.8	"PP"	NA	NA	10
"04/08/2009 09:00"	"108"	40	0.476	-3.9	"PP"	NA	NA	10
"18/08/2009 11:45"	"109"	36	0.408	-2	"PP"	NA	NA	10
"19/08/2009 07:15"	"110"	36	0.372	-2	"PP"	NA	NA	10
"25/08/2009 09:15"	"111"	36	0.383	-2	"PP"	NA	NA	10
"02/09/2009 10:15"	"112"	39.5	0.522	-2.5	"PP"	NA	NA	10
"16/09/2009 10:30"	"113"	41	0.628	-2.5	"PP"	NA	NA	10
"15/12/2009 12:40"	"114"	44.9	1.22	NA	"PP"	NA	NA	10
"29/04/2010 16:26"	"118"	50.5	1.19	NA	"PP"	1	NA	10
"04/05/2010 08:00"	"119"	53	1.22	-0.6	"PP"	NA	NA	10
"19/05/2010 15:30"	"120"	48	0.83	-2.9	"PP"	NA	NA	10
"02/06/2010 07:30"	"121"	52	0.779	-8.3	"PP"	NA	NA	10
"22/06/2010 09:45"	"122"	54.5	0.738	-11.1	"PP"	NA	NA	10
"30/06/2010 09:45"	"123"	43	0.414	-6.7	"PP"	NA	NA	10
"07/07/2010 09:40"	"124"	41.4	0.403	-5.2	"PP"	NA	NA	10
"08/07/2010 08:30"	"125"	39	0.345	-5	"PP"	NA	NA	10
"20/07/2010 10:45"	"126"	50.5	0.721	-3.3	"PP"	NA	NA	10
"02/08/2010 07:30"	"127"	40.5	0.495	-2.4	"PP"	NA	NA	10
"05/08/2010 09:25"	"128"	38.5	0.422	-2.5	"PP"	NA	NA	10
"17/08/2010 07:10"	"129"	40.5	0.461	-3.3	"PP"	NA	NA	10
"26/08/2010 08:55"	"130"	43	0.549	-3.9	"AP"	NA	NA	10
"16/09/2010 08:00"	"131"	48.5	0.808	-4	"PP"	NA	NA	10
"13/10/2010 09:10"	"132"	44.5	0.807	NA	"PP"	NA	NA	10
"10/03/2011 13:18"	"137"	54	1.68	NA	"PP"	NA	NA	10
"05/04/2011 09:00"	"138"	55.7	1.49	-3.9	"PP"	NA	NA	10
"28/04/2011 15:10"	"139"	55	1.02	-9.4	"PP"	NA	NA	10
"03/05/2011 08:30"	"140"	53	0.953	-8.4	"PP"	NA	NA	10
"17/05/2011 08:00"	"141"	45	0.58	-6.7	"PP"	NA	NA	10
"31/05/2011 08:00"	"142"	43	0.477	-6.5	"PP"	NA	NA	10
"07/06/2011 08:00"	"143"	48	0.778	-6.5	"PP"	NA	NA	10
"10/06/2011 12:30"	"144"	48.3	0.542	-10.5	"PP"	NA	NA	10
"15/06/2011 07:25"	"145"	41.8	0.417	-6.6	"PP"	NA	NA	10
"21/06/2011 08:00"	"146"	39	0.37	-4.6	"PP"	NA	NA	10
"05/07/2011 08:45"	"147"	38	0.347	-4	"PP"	NA	NA	10
"21/07/2011 08:35"	"148"	61.8	0.848	-19	"PP"	NA	NA	10
"25/07/2011 12:45"	"149"	57	0.782	-15.8	"PP"	NA	NA	10
"27/07/2011 07:05"	"150"	54	0.63	-14.2	"PP"	NA	NA	10
"02/08/2011 10:00"	"151"	48	0.542	-10.3	"PP"	NA	NA	10
"17/08/2011 11:00"	"152"	53	0.546	-15.2	"PP"	NA	NA	10
"01/09/2011 08:30"	"153"	52	0.612	-13.1	"PP"	NA	NA	10
"05/10/2011 08:00"	"154"	47	0.632	-7.9	"PP"	NA	NA	10
"14/10/2011 08:00"	"155"	46.4	0.633	-6.6	"PP"	NA	NA	10
"16/11/2011 10:00"	"156"	43.5	0.768	-2	"PP"	NA	NA	10
"04/01/2012 13:45"	"157"	142.5	12.1	NA	"AP"	NA	NA	10
"21/02/2012 13:25"	"158"	45.5	1.21	NA	"PP"	NA	NA	10
"18/04/2012 08:20"	"159"	46.8	0.794	-6.3	"PP"	NA	NA	10
"18/04/2012 13:20"	"160"	47.1	0.891	-6.4	"PP"	NA	NA	10
"31/05/2012 10:00"	"161"	55.2	0.711	-15.8	"PP"	NA	NA	10
"03/07/2012 08:30"	"162"	56	0.689	-17.2	"PP"	NA	NA	10
"11/07/2012 06:55"	"163"	70	1.02	-26.4	"PP"	NA	NA	10
"26/07/2012 11:25"	"164"	59	0.765	-18.6	"PP"	NA	NA	10
"03/08/2012 07:00"	"165"	62.5	0.859	-21.1	"PP"	NA	NA	10
"09/08/2012 08:00"	"166"	56	0.602	-18.9	"PP"	NA	NA	10
"16/08/2012 14:55"	"167"	50.5	0.565	-13.5	"PP"	NA	NA	10
"23/08/2012 08:20"	"168"	43	0.322	-10.1	"PP"	NA	NA	10
"04/09/2012 07:35"	"169"	45	0.504	-9	"PP"	NA	NA	10
"10/10/2012 09:15"	"170"	55.5	0.995	-12	"PP"	NA	NA	10
"29/11/2012 10:45"	"171"	51.5	1.53	NA	"PP"	NA	NA	10
"20/03/2013 13:42"	"174"	104.5	6.06	NA	"AP"	NA	NA	10
"02/05/2013 12:55"	"175"	78.2	3.39	-4	"AP"	NA	NA	10
"12/06/2013 13:00"	"176"	74.6	2.45	-11.5	"AP"	NA	NA	10
"30/07/2013 12:26"	"177"	64.2	1.3	-16.4	"PP"	NA	NA	10
"23/08/2013 07:00"	"178"	52	0.877	-10.7	"PP"	NA	NA	10
"04/09/2013 15:05"	"179"	53.7	0.957	-10.9	"PP"	NA	NA	10
"19/09/2013 12:44"	"180"	56.9	1.07	-12.3	"PP"	NA	NA	10
"07/11/2013 13:35"	"181"	73	3.17	NA	"AP"	NA	NA	10
"26/03/2014 13:30"	"185"	72.7	3.38	NA	"AP"	NA	NA	10
"20/05/2014 14:08"	"186"	64.2	1.96	-6.9	"PP"	NA	NA	10
"02/07/2014 12:35"	"187"	60.5	1.54	-9	"PP"	NA	NA	10
"06/08/2014 14:00"	"188"	55.2	1.25	-7.5	"AP"	NA	NA	10
"01/10/2014 07:00"	"189"	52.7	1.43	-4	"PP"	NA	NA	10
"19/11/2014 09:44"	"190"	65.3	2.42	-1.6	"PP"	NA	NA	10
"14/01/2015 13:21"	"191"	70	3.07	NA	"PP"	NA	NA	10
"08/04/2015 12:05"	"193"	53.8	1.66	NA	"PP"	NA	NA	10
"27/05/2015 11:45"	"194"	50.7	1.35	-1.1	"PP"	7	7	10
"01/07/2015 07:15"	"195"	40.5	0.704	-2.3	"PP"	7	7	10
"08/07/2015 13:48"	"196"	41.2	0.638	-2.5	"PP"	5	5	10
"21/07/2015 06:30"	"197"	40	0.633	-2.7	"PP"	5	5	10
"04/08/2015 08:05"	"198"	40	0.588	-3	"PP"	5	5	10
"05/08/2015 06:30"	"199"	40	0.543	-3	"PP"	7	7	10
"18/08/2015 07:15"	"200"	45	0.932	-3	"PP"	6	6	10
"22/09/2015 13:55"	"201"	55	1.37	-2.9	"PP"	4	4	10
"09/11/2015 15:50"	"202"	48.5	1.34	NA	"PP"	5	5	10
"03/06/2016 16:30"	"208"	183.7	23.6	NA	"AP"	NA	NA	10
"19/07/2016 12:20"	"209"	52.5	1.4	-3.9	"PP"	3	3	10
"27/07/2016 11:55"	"210"	50.5	1.25	-4	"PP"	3	3	10
"08/08/2016 07:20"	"211"	49	1.15	-3.7	"PP"	NA	NA	10
"17/08/2016 09:30"	"212"	46.5	1.11	-1.6	"PP"	4	4	10
"22/08/2016 06:40"	"213"	47	1.3	NA	"PP"	5	5	10
"22/08/2016 06:40"	"213"	47	1.3	NA	"PP"	5	5	10
"05/10/2016 07:25"	"214"	51.5	1.37	-3.3	"PP"	3	3	10
"30/11/2016 14:45"	"215"	51.8	1.57	NA	"PP"	4	4	10
"05/04/2017 14:50"	"218"	48.6	1.54	NA	"PP"	3	3	10
"18/05/2017 08:50"	"219"	48.9	1.36	-1.2	"PP"	3	3	10
"30/05/2017 08:00"	"220"	44.5	1.01	-1.5	"PP"	5	5	10
"12/06/2017 08:08"	"221"	45	1.05	-1.5	"PP"	5	5	10
"20/06/2017 12:05"	"222"	34.5	0.454	NA	"PP"	6	6	10
"20/03/2018 12:35"	"236"	77.3	3.57	NA	"AP"	5	5	10
"16/05/2018 09:10"	"237"	61	1.76	-8	"PP"	3	3	10
"27/06/2018 09:55"	"238"	49	1.02	-5.9	"AP"	16	16	10
"17/07/2018 08:15"	"239"	44.5	0.849	-3.7	"PP"	5	5	10
"31/07/2018 08:20"	"240"	41	0.733	-2.4	"PP"	6	6	10
"31/07/2018 09:15"	"241"	40.8	0.635	-2.4	"PP"	4	4	10
"20/08/2018 08:00"	"242"	37.5	0.589	-1	"PP"	6	6	10
"04/09/2018 08:35"	"243"	41.5	0.793	-1.5	"PP"	6	5	10
"06/09/2018 09:00"	"244"	46	0.945	-4	"PP"	3	3	10
"17/09/2018 08:05"	"245"	40.5	0.758	-1	"PP"	5	5	10
"24/10/2018 13:56"	"246"	41.7	0.794	-1.6	"PP"	4	4	10
"27/11/2018 10:45"	"247"	56.1	1.55	-6	"PP"	3	3	10
"16/01/2019 10:30"	"248"	48.1	1.21	-2.5	"PP"	3	3	10
"27/02/2019 10:11"	"249"	54.8	1.9	NA	"PP"	3	3	10
"27/02/2019 10:11"	"249"	54.8	1.9	NA	"PP"	3	3	10
"03/04/2019 09:15"	"250"	56.3	1.72	-4	"PP"	3	3	10
"02/05/2019 10:40"	"251"	55.4	1.38	-7.3	"PP"	3	3	10
"13/06/2019 11:30"	"252"	53	0.986	-10.5	"PP"	3	3	10
"25/06/2019 12:15"	"253"	43.3	0.67	-5.2	"PP"	3	3	10
"02/07/2019 08:40"	"254"	37.5	0.438	-3.9	"PP"	6	6	10
"16/07/2019 07:37"	"255"	37	0.494	-2.3	"PP"	6	6	10
"30/07/2019 08:55"	"256"	34.5	0.441	-0.8	"PP"	7	7	10
"07/08/2019 11:00"	"257"	36	0.429	NA	"PP"	6	6	10
"06/04/2021 13:30"	"282"	57.1	1.48	NA	"AP"	6	6	10
"10/05/2021 12:05"	"283"	56.2	1.23	-4.5	"AP"	6	6	10
"16/06/2021 14:35"	"284"	49.9	0.957	-4.9	"PP"	5	5	10
"29/07/2021 09:00"	"285"	48.9	0.976	-3.2	"PP"	8	3	10
"09/08/2021 13:48"	"286"	49	0.972	-3.6	"SP"	3	3	10
"17/08/2021 07:23"	"287"	42	0.666	-3.8	"PP"	7	7	10
"31/08/2021 07:55"	"288"	40	0.67	-1.6	"PP"	7	7	10
"30/09/2021 08:20"	"289"	45	0.791	-3.8	"PP"	4	4	10
"16/11/2021 10:30"	"290"	47.8	1.08	NA	"AU"	4	4	10
"22/02/2022 11:00"	"292"	53.9	1.52	NA	"AP"	8	8	10
"12/04/2022 10:13"	"293"	55.2	1.44	-2.6	"AP"	8	8	10
"02/06/2022 07:54"	"294"	35.7	0.424	-1.5	"AP"	7	7	10
"02/06/2022 08:50"	"295"	35.7	0.459	-1.5	"AP"	11	11	10
"05/07/2022 09:23"	"296"	38	0.537	-1.9	"PP"	6	6	10
"24/08/2022 09:20"	"297"	31.6	0.314	-0.8	"PP"	12	6	10
"18/10/2022 14:23"	"298"	58.5	1.16	-10.8	"AP"	7	7	10
"07/12/2022 11:55"	"299"	52.5	0.841	-10.5	"AP"	9	9	10
"19/01/2023 10:15"	"300"	120.8	7.57	NA	"AP"	5	5	10
"10/04/2018 09:25"	"317"	103.5	32.7	NA	"AP"	NA	NA	10
"11/05/2018 10:10"	"318"	95.3	24.4	-0.1	"AP"	NA	NA	10
"26/06/2018 06:55"	"319"	94	18.7	-5.5	"AP"	NA	NA	10
"16/07/2018 07:20"	"320"	82	10.3	-5	"AP"	NA	NA	10
"24/07/2018 10:20"	"321"	77	8.46	-3.5	"AP"	NA	NA	10
"09/08/2018 13:30"	"322"	81	11.3	-3	"AU"	NA	NA	10
"26/09/2018 09:30"	"323"	75	9.32	NA	"AP"	NA	NA	10
"09/04/2019 09:00"	"328"	83.8	14.8	NA	"AP"	NA	NA	10
"21/05/2019 06:55"	"329"	94	21.7	-2	"AP"	NA	NA	10
"18/06/2019 12:25"	"330"	82.1	11.2	-4	"AP"	NA	NA	10
"04/07/2019 08:05"	"331"	82.5	11	-4.5	"AP"	NA	NA	10
"25/07/2019 08:10"	"332"	84	13.4	-2	"AP"	NA	NA	10
"06/08/2019 04:35"	"333"	66	4.8	-2	"AP"	NA	NA	10
"03/09/2019 07:25"	"334"	80.2	12.3	NA	"AP"	NA	NA	10
"13/10/2020 14:40"	"343"	75.2	9.12	NA	"AP"	5	NA	10
"17/11/2020 09:45"	"344"	82.7	12.3	-2	"AP"	NA	NA	10
"10/12/2020 08:20"	"345"	73.5	7.29	-2	"AP"	NA	NA	10
"04/01/2021 13:35"	"346"	99.4	23.7	-1.4	"AP"	NA	NA	10
"09/02/2021 10:20"	"347"	118.3	40.4	-1.4	"AP"	5	NA	10
"05/03/2021 08:00"	"348"	88	14.7	-3	"AP"	6	NA	10
"18/03/2021 07:50"	"349"	86	13.2	-3.5	"AP"	5	NA	10
"21/04/2021 13:50"	"350"	82.5	11.8	-2.5	"AP"	6	NA	10
"15/06/2021 08:15"	"351"	79.2	7.92	-6.5	"AP"	5	NA	10
"08/07/2021 07:10"	"352"	84.8	12.3	-4.5	"AP"	NA	NA	10
"27/07/2021 06:50"	"353"	75.8	7.65	-4.5	"AP"	5	NA	10
"31/08/2021 08:05"	"354"	79.3	10.1	-3	"AP"	5	NA	10
"27/10/2021 07:45"	"355"	71	6.88	-1.5	"AP"	9	NA	10
"15/12/2021 11:55"	"356"	78.2	9.67	-2	"AP"	6	NA	10
"05/01/2022 13:15"	"357"	87	15.8	NA	"AP"	5	NA	10
"05/01/2022 13:15"	"357"	87	15.8	NA	"AP"	5	NA	10
"08/02/2022 07:50"	"358"	73	6.92	-2	"AP"	6	NA	10
"23/03/2022 14:10"	"359"	84.7	13.4	-2	"AP"	5	NA	10
"13/04/2022 06:40"	"360"	77	8.4	-3.5	"AP"	6	NA	10
"01/06/2022 06:55"	"361"	80.2	8.79	-6	"AP"	6	NA	10
"23/06/2022 07:20"	"362"	82.3	10.4	-5	"AP"	5	NA	10
"26/07/2022 08:35"	"363"	75.7	9.4	NA	"AP"	5	NA	10
"23/04/2014 13:40"	"535"	-110.5	17.4	NA	"AP"	NA	NA	10
"22/05/2014 08:20"	"536"	-115	12.4	-3	"AP"	NA	NA	10
"05/06/2014 08:35"	"537"	-111	15.2	-3	"AP"	NA	NA	10
"18/06/2014 06:20"	"538"	-123.2	7.39	-3	"AP"	NA	NA	10
"01/07/2014 09:50"	"539"	-120	9.25	-3	"AP"	NA	NA	10
"16/07/2014 08:50"	"540"	-111	16.6	NA	"AP"	NA	NA	10
"25/03/2015 10:05"	"546"	-87	45.2	NA	"AP"	NA	NA	10
"05/05/2015 12:20"	"547"	-99	28.8	-2	"AP"	NA	NA	10
"27/05/2015 13:40"	"548"	-115	11.3	-5	"AP"	NA	NA	10
"10/06/2015 09:30"	"549"	-116.5	10.7	-5	"AP"	NA	NA	10
"30/06/2015 13:40"	"550"	-115	11.5	-5	"AP"	NA	NA	10
"06/07/2015 12:20"	"551"	-125.2	6.38	-4.5	"AP"	NA	NA	10
"21/07/2015 09:00"	"552"	-127	6.33	-3	"AP"	NA	NA	10
"06/08/2015 14:10"	"553"	-132.3	5.14	NA	"AP"	NA	NA	10
"07/06/2016 10:00"	"563"	-84	51	NA	"AP"	NA	NA	10
"23/06/2016 12:30"	"564"	-106.5	21.3	-1.5	"AP"	NA	NA	10
"19/07/2016 09:05"	"565"	-124	7.05	-4	"AP"	NA	NA	10
"04/08/2016 08:45"	"566"	-113	15.7	-1.5	"AP"	NA	NA	10
"23/08/2016 11:50"	"567"	-124	8.3	-1.5	"AP"	NA	NA	10
"15/09/2016 07:20"	"568"	-125.6	7.13	-2	"AP"	NA	NA	10
"28/09/2016 13:15"	"569"	-126	7	-2	"AP"	NA	NA	10
"27/10/2016 07:30"	"570"	-106.5	22.8	NA	"AP"	NA	NA	10
"09/05/2017 12:15"	"576"	-105	21.4	NA	"AP"	NA	NA	10
"20/06/2017 09:25"	"577"	-110	15.2	-1	"AP"	NA	NA	10
"12/07/2017 07:35"	"578"	-117	9.1	-2	"AP"	NA	NA	10
"26/07/2017 09:00"	"579"	-116.2	10	-1.5	"AP"	NA	NA	10
"16/08/2017 12:25"	"580"	-114.8	11.4	-1	"AP"	NA	NA	10
"07/09/2017 07:00"	"581"	-123.8	6.12	NA	"AP"	NA	NA	10
"15/06/2018 07:50"	"589"	-58	85.3	NA	"AP"	NA	NA	10
"19/07/2018 09:40"	"590"	-118.3	8.51	-4.2	"AP"	NA	NA	10
"08/08/2018 12:55"	"591"	-119.7	8.33	-3	"AP"	NA	NA	10
"29/08/2018 08:20"	"592"	-121	7.15	-3.7	"AP"	NA	NA	10
"11/10/2018 09:25"	"593"	-121.8	5.77	-5.7	"AP"	NA	NA	10
"21/11/2018 10:20"	"594"	-92.5	31.8	-3.5	"AP"	NA	NA	10
"13/12/2018 08:35"	"595"	-82	48.4	-3.5	"AP"	NA	NA	10
"08/01/2019 13:10"	"596"	-100.5	23.2	-3.5	"AP"	NA	NA	10
"31/01/2019 08:20"	"597"	-101	21.5	-5	"AP"	NA	NA	10
"12/02/2019 13:55"	"598"	-69.5	69.3	-3.5	"AP"	NA	NA	10
"20/03/2019 08:55"	"599"	-94.5	29.2	-3.5	"AP"	NA	NA	10
"17/04/2019 11:50"	"600"	-106.8	15.1	-6.2	"AP"	NA	NA	10
"02/05/2019 08:30"	"601"	-95	26.6	-5.7	"AP"	NA	NA	10
"05/06/2019 08:25"	"602"	-112.5	8.62	-9.8	"AP"	NA	NA	10
"27/06/2019 12:25"	"603"	-109	11	-9.6	"AP"	NA	NA	10
"18/07/2019 09:50"	"604"	-122	5.98	-5	"AP"	NA	NA	10
"06/08/2019 08:55"	"605"	-127.8	5.28	NA	"AP"	5	NA	10
"02/03/2021 11:35"	"629"	-93.7	26.5	NA	"AP"	5	NA	10
"13/04/2021 09:50"	"630"	-107	13.1	-1.9	"AP"	6	5	10
"06/05/2021 07:50"	"631"	-107.2	13.3	-2	"AP"	6	NA	10
"12/05/2021 08:30"	"632"	20.5	206	-2	"AP"	5	NA	10
"18/06/2021 06:50"	"633"	-105.8	14	-2	"AP"	6	NA	10
"22/07/2021 07:05"	"634"	-99.8	20.3	NA	"AP"	4	NA	10
"10/08/2021 11:45"	"636"	-110.3	11.3	NA	"AP"	6	NA	10
"08/09/2021 09:30"	"637"	-113.5	9.15	-2	"AP"	5	NA	10
"28/09/2021 11:30"	"638"	-110	10.6	-3	"AP"	5	NA	10
"25/10/2021 13:00"	"639"	-106.2	14	NA	"AP"	5	NA	10
"16/02/2022 12:10"	"644"	-96.7	22.9	NA	"AP"	5	5	10
"27/04/2022 08:55"	"645"	-106	12.6	-4	"AP"	5	NA	10
"27/04/2022 12:50"	"646"	-107	12.1	-4	"AP"	5	NA	10
"08/06/2022 08:30"	"647"	-115.5	4.82	-9	"AP"	6	NA	10
"08/06/2022 11:15"	"648"	-115.5	5.48	-9	"AP"	7	NA	10
"23/06/2022 12:25"	"649"	-116.2	7.24	-4	"AP"	5	NA	10
"12/07/2022 06:40"	"650"	-125.7	4.18	-1	"AP"	6	NA	10
"20/07/2022 12:10"	"651"	-130.8	3.16	NA	"AP"	9	9	10
