Date	Dh(mm)
01/04/2003 00:00	0
12/04/2003 00:00	-5
20/04/2003 00:00	-10
01/05/2003 00:00	-25
12/05/2003 00:00	-50
26/05/2003 23:59	-29
27/05/2003 00:00	-80
02/06/2003 00:00	-83
12/06/2003 00:00	-80
21/06/2003 00:00	-75
11/07/2003 00:00	-60
21/07/2003 00:00	-45
31/07/2003 00:00	-25
11/08/2003 00:00	0
05/05/2004 00:00	0
27/05/2004 00:00	-23
05/06/2004 00:00	-28
21/06/2004 00:00	-28
03/07/2004 00:00	-28
18/07/2004 00:00	-20
27/07/2004 00:00	-12
10/08/2004 00:00	0
08/05/2006 00:00	0
14/05/2006 00:00	-10
21/05/2006 00:00	-25
29/05/2006 00:00	-45
05/06/2006 19:00	-45
06/06/2006 08:00	-20
07/06/2006 00:00	-15
16/06/2006 00:00	0
05/12/2006 00:00	0
06/12/2006 00:00	-40
12/12/2006 00:00	-40
23/12/2006 00:00	0
01/01/2007 00:00	0
02/01/2007 00:00	-30
16/01/2007 00:00	-30
01/04/2007 00:00	0
15/06/2007 00:00	0
26/06/2007 00:00	-10
03/07/2007 00:00	-25
13/07/2007 00:00	-45
20/07/2007 00:00	-45
31/07/2007 00:00	-35
25/10/2007 00:00	0
10/04/2008 00:00	0
30/04/2008 00:00	-35
17/05/2008 00:00	-55
10/06/2008 00:00	-75
01/07/2008 00:00	-90
14/07/2008 11:30	-90
15/07/2008 00:00	-65
20/07/2008 00:00	-55
25/07/2008 00:00	-50
14/08/2008 00:00	-40
01/09/2008 00:00	-35
28/10/2008 00:00	-20
05/12/2008 00:00	0
04/04/2009 00:00	0
11/04/2009 00:00	-10
01/05/2009 00:00	-30
16/05/2009 00:00	-60
08/06/2009 08:00	-100
09/06/2009 07:00	-80
17/06/2009 00:00	-80
26/06/2009 00:00	-75
30/06/2009 00:00	-70
07/07/2009 00:00	-55
22/07/2009 07:15	-13
22/07/2009 20:00	-80
29/07/2009 00:00	-60
04/08/2009 00:00	-40
10/08/2009 00:00	-25
15/08/2009 00:00	-20
25/08/2009 00:00	-20
02/09/2009 00:00	-25
10/11/2009 00:00	-25
18/11/2009 00:00	-10
27/11/2009 00:00	0
01/04/2010 00:00	0
29/04/2010 16:00	-56
29/04/2010 16:01	0
30/04/2010 00:00	0
21/05/2010 00:00	-31
25/05/2010 00:00	-45
30/05/2010 00:00	-60
04/06/2010 00:00	-95
10/06/2010 00:00	-115
16/06/2010 00:00	-118
22/06/2010 00:00	-114
27/06/2010 00:00	-80
01/07/2010 00:00	-65
10/07/2010 00:00	-47
26/07/2010 00:00	-25
01/08/2010 00:00	-23
06/08/2010 00:00	-25
26/08/2010 00:00	-39
03/09/2010 00:00	-43
10/09/2010 00:00	-43
16/09/2010 00:00	-40
22/09/2010 00:00	-35
03/10/2010 00:00	-10
10/10/2010 00:00	0
25/03/2011 00:00	0
01/04/2011 18:00	-29
11/04/2011 00:00	-55
18/04/2011 03:00	-72
25/04/2011 06:00	-89
28/04/2011 01:30	-95
04/05/2011 23:00	-81
11/05/2011 06:00	-71
18/05/2011 20:00	-66
04/06/2011 12:00	-65
07/06/2011 11:00	-65
07/06/2011 22:00	-105
14/06/2011 16:00	-105
15/06/2011 08:00	-65
17/06/2011 03:00	-56
19/06/2011 19:56	-48
22/06/2011 08:00	-45
06/07/2011 09:00	-40
12/07/2011 00:00	-40
19/07/2011 12:00	-185
20/07/2011 12:00	-190
22/07/2011 00:00	-190
23/07/2011 00:00	-183
24/07/2011 16:00	-166
27/07/2011 15:00	-139
30/07/2011 12:00	-117
01/08/2011 15:00	-104
03/08/2011 02:00	-102
04/08/2011 21:00	-114
06/08/2011 22:00	-135
09/08/2011 08:00	-150
13/08/2011 00:00	-153
19/08/2011 00:00	-152
19/09/2011 23:27	-102
17/10/2011 02:14	-62
11/11/2011 22:28	-26
01/12/2011 04:29	0
20/03/2012 00:00	0
04/04/2012 00:00	-25
08/05/2012 00:00	-115
27/05/2012 07:25	-155
09/06/2012 08:19	-166
04/07/2012 08:35	-172
09/07/2012 22:42	-259
14/07/2012 00:00	-275
16/07/2012 00:00	-265
20/07/2012 00:00	-235
26/07/2012 10:37	-186
29/07/2012 00:00	-205
02/08/2012 08:39	-211
05/08/2012 00:30	-211
07/08/2012 00:00	-205
12/08/2012 00:00	-170
19/08/2012 09:20	-114
26/08/2012 00:59	-92
09/09/2012 16:12	-89
19/09/2012 05:00	-113
28/09/2012 07:13	-121
15/10/2012 07:54	-120
18/10/2012 01:52	-90
22/10/2012 05:56	0
11/04/2013 00:00	0
26/06/2013 00:00	-140
12/07/2013 08:48	-160
25/07/2013 00:00	-165
02/08/2013 00:00	-163
07/08/2013 00:00	-155
13/08/2013 00:00	-135
20/08/2013 00:00	-110
26/08/2013 00:00	-105
06/09/2013 00:00	-109
22/09/2013 00:00	-125
01/11/2013 00:00	-125
05/11/2013 00:00	0
15/04/2014 00:00	0
02/05/2014 00:00	-30
11/05/2014 00:00	-50
21/05/2014 00:00	-70
08/06/2014 00:00	-85
26/06/2014 00:00	-90
13/07/2014 00:00	-90
30/07/2014 00:00	-80
09/10/2014 00:00	-35
25/12/2014 00:00	0
01/05/2015 00:00	0
05/06/2015 00:00	-15
07/07/2015 00:00	-25
05/08/2015 00:00	-30
20/09/2015 00:00	-30
05/10/2015 00:00	-25
01/11/2015 00:00	0
20/06/2016 00:00	0
04/07/2016 00:00	-28
14/07/2016 00:00	-38
29/07/2016 00:00	-40
11/08/2016 00:00	-36
16/08/2016 00:00	-24
20/08/2016 00:00	0
03/09/2016 00:00	0
15/09/2016 00:00	-22
25/09/2016 00:00	-33
15/10/2016 00:00	-33
15/11/2016 00:00	0
