Date	No_jaugeage	h(cm)	Q(m3/s)	DHt(cm)	Mode	Inc_debit_valide_rel	Inc_debit_calcul_rel
19/12/1988 10:28	1	-1	2.55		PP	2	
23/01/1989 11:16	2	5	3.27		PP	2	
24/02/1989 10:05	3	17	5.96		SI	2	
21/03/1989 10:15	4	6	3.76		SI	2	
17/04/1989 13:30	5	8	3.49		PP	2	
26/05/1989 10:10	6	-10	1.37		PP	2	
19/06/1989 10:10	7	-20	0.45		PP	2	
28/07/1989 10:30	8	-22	0.41		PP	2	
14/08/1989 10:15	9	-18	0.74		PP	2	
18/09/1989 11:03	10	-20	0.57		PP	2	
19/10/1989 10:00	11	4	0.69		PP	2	
24/11/1989 14:00	12	27	0.88		PP	2	
22/12/1989 10:30	13	36	2.19		PP	2	
22/01/1990 10:00	14	28	1.08		PP	2	
20/02/1990 10:50	15	65	11.1		SI	2	
03/04/1990 10:05	16	31	1.74		PP	2	
23/04/1990 10:30	17	34	1.93		PP	2	
25/05/1990 10:30	18	26	1.02		PP	2	
21/06/1990 10:20	19	25	0.69		PP	2	
18/07/1990 09:45	20	18	0.355		PP	2	
16/08/1990 10:30	21	20	0.34		PP	2	
31/08/1990 11:00	22	19	0.298		PP	2	
11/09/1990 10:30	23	20	0.391		PP	2	
15/10/1990 10:00	24	21	0.384		PP	2	
12/11/1990 10:42	25	26	0.776		PP	2	
11/12/1990 10:55	26	29	1.01		PP	2	
08/01/1991 10:59	27	87	18.2		SI	2	
19/02/1991 11:05	28	53	7.37		SI	2	
13/03/1991 10:45	29	35	2.15		PP	2	
08/04/1991 10:19	30	33	1.67		PP	2	
14/05/1991 10:30	31	30	1.21		PP	2	
10/06/1991 10:23	32	29	1.11		PP	2	
09/07/1991 10:00	33	22	0.54		PP	2	
06/08/1991 11:00	34	19	0.393		PP	2	
03/09/1991 11:00	35	19	0.376		PP	2	
14/10/1991 14:41	36	30	1.33		PP	5	
12/11/1991 15:00	37	26	0.786		PP	2	
16/12/1991 10:45	38	24	0.799		PP	2	
13/01/1992 10:20	39	27	0.865		PP	2	
11/02/1992 10:25	40	25	0.936		PP	2	
09/03/1992 10:30	41	25	0.909		PP	2	
08/04/1992 10:40	42	35	2.28		PP	2	
11/05/1992 10:30	43	22	0.687		PP	2	
17/06/1992 10:30	44	18	0.377		PP	2	
06/07/1992 10:00	45	25	0.793		PP	2	
19/08/1992 10:50	46	12	0.134		PP	2	
14/09/1992 10:45	47	15	0.271		PP	2	
13/10/1992 10:50	48	22	0.657		PP	2	
16/11/1992 10:47	49	47	4.59		PP	2	
14/12/1992 10:49	50	49	5.23		PP	2	
18/01/1993 10:42	51	40	3.82		PP	2	
15/02/1993 11:00	52	33	2.07		PP	2	
16/03/1993 10:00	53	29	1.34		PP	2	
20/04/1993 10:45	54	28	1.5		PP	2	
17/05/1993 10:40	55	26	1.2		PP	2	
15/06/1993 10:00	56	34	2.24		PP	2	
12/07/1993 10:30	57	17	0.363		PP	2	
10/08/1993 10:40	58	13	0.192		PP	2	
13/09/1993 10:55	59	26	1.14		PP	2	
13/10/1993 10:30	60	43	4.49		PP	2	
17/11/1993 10:35	61	34.5	2.19		PP	2	
13/12/1993 10:35	62	50	5.94		PP	2	
04/01/1994 11:00	63	122	27		SI	5	
16/02/1994 11:10	64	67	13.1		SI	5	
14/03/1994 10:30	65	50	6.31		PP	2	
13/04/1994 11:20	66	62	11.1		SI	5	
09/05/1994 10:55	67	41	4.04		PP	2	
13/06/1994 10:40	68	35	2.65		PP	2	
11/07/1994 11:30	69	24	0.957		PP	2	
19/08/1994 10:30	70	23	0.754		PP	2	
12/09/1994 10:45	71	32	2.02		PP	2	
17/10/1994 10:15	72	27	1.29		PP	2	
16/11/1994 10:10	73	42	4.25		PP	2	
12/12/1994 10:30	74	58	8.23		PP	2	
17/01/1995 10:15	75	47	5.08		PP	2	
27/01/1995 10:55	76	170	50.2		SI	2	
13/02/1995 10:15	77	71	14.8		SI	2	
17/03/1995 10:50	78	55	7.42		PP	2	
24/04/1995 10:26	79	42	4.25		PP	2	
16/05/1995 10:00	80	41	4.26		PP	2	
20/06/1995 10:30	81	33	2.41		PP	2	
10/07/1995 10:30	82	24	1.17		PP	2	
11/09/1995 10:15	83	28	1.66		PP	2	
16/10/1995 10:00	84	26	1.42		PP	2	
20/11/1995 10:30	85	30	2.21		PP	2	
18/12/1995 10:20	86	48	5.06		PP	2	
17/01/1996 10:00	87	50	5.94		PP	2	
19/02/1996 10:30	88	76	15.9		SI	2	
18/03/1996 10:30	89	38	3.07		PP	2	
12/04/1996 11:00	90	32	2.45		PP	2	
13/05/1996 11:00	91	23	1.12		PP	2	
18/06/1996 15:10	92	18	0.557		PP	2	
08/07/1996 11:30	93	21	0.911		PP	2	
13/08/1996 11:00	94	20	0.89		PP	2	
10/09/1996 10:45	95	17	0.558		PP	2	
10/10/1996 11:10	96	24	1.14		PP	2	
04/03/1997 10:50	97	51	6.48		PP	2	
08/04/1997 10:15	98	32	2.27		PP	2	
14/05/1997 11:30	99	46	5.73		SI	2	
17/06/1997 11:00	100	25	1.45		PP	2	
09/07/1997 10:50	101	32	2.58		PP	2	
13/08/1997 11:30	102	20	0.873		PP	2	
09/09/1997 10:50	103	21	1.1		PP	2	
14/10/1997 11:12	104	23	1.2		PP	2	
12/11/1997 10:50	105	40	4.02		PP	2	
12/12/1997 10:45	106	76	15		SI	3	
13/01/1998 11:00	107	48	6.04		PP		
10/02/1998 10:50	108	39	3.76		PP	2	
23/03/1998 12:00	109	31	2.34		PP	2	
08/04/1998 10:45	110	118	26.9		SI		
22/05/1998 11:00	111	31	2.13		PP		
15/06/1998 10:30	112	27	1.73		PP		
07/07/1998 10:45	113	20	0.881		PP	2	
18/08/1998 11:00	114	14	0.33		PP	2	
15/09/1998 11:00	115	21	1.07		PP	2	
15/10/1998 10:35	116	28	1.82		PP	2	
17/11/1998 10:54	117	35	2.97		PP	2	
16/12/1998 10:50	118	34	2.81		PP	2	
12/01/1999 11:45	119	41	4.41		PP	2	
03/03/1999 11:00	120	64	11.2		SI	2	
12/04/1999 11:20	121	40	3.89		PP	2	
14/05/1999 11:07	122	40	4.13		PP	2	
14/06/1999 11:40	123	29	1.98		PP	2	
09/07/1999 10:45	124	25	1.47		PP	2	
19/08/1999 14:00	125	22	1.07		PP	2	
16/09/1999 11:10	126	20	1.01		PP	2	
12/10/1999 10:50	127	27	1.7		PP	2	
16/11/1999 11:00	128	31	2.24		PP	2	
08/12/1999 11:00	129	40	3.94		PP	2	
12/01/2000 10:30	130	55	8.98		SI	2	
15/02/2000 10:30	131	65	12.1		SI	2	
14/03/2000 10:45	132	44	5.45		PP	2	
11/04/2000 10:50	133	38	3.53		PP	2	
17/05/2000 10:35	134	35	2.96		PP	2	
20/06/2000 11:00	135	24	1.41		PP	2	
05/07/2000 10:45	136	27	1.81		PP	2	
11/09/2000 10:45	137	19	0.873		PP	2	
